neis_code,name,region,gu,office_code,address
7003849,한국교원대학교부설월곡초등학교,충청북도교육청,청주시,M10,충청북도 청주시 흥덕구 강내면 가로수로 562
7003915,청주교육대학교부설초등학교,충청북도교육청,청주시,M10,충청북도 청주시 서원구 청남로 2067
7004088,대구교육대학교대구부설초등학교,대구광역시교육청,달서구,D10,대구광역시 달서구 도원남로 19
7004178,경북대학교사범대학부설초등학교,대구광역시교육청,중구,D10,대구광역시 중구 달구벌대로 2150
7004258,경인교육대학교부설초등학교,인천광역시교육청,계양구,E10,인천광역시 계양구 안남로 612
7004261,춘천교육대학교부설초등학교,강원특별자치도교육청,춘천시,K10,강원특별자치도 춘천시 공지로 316
7004442,공주교육대학교부설초등학교,충청남도교육청,공주시,N10,충청남도 공주시 하선길 47
7004971,부산교육대학교부설초등학교,부산광역시교육청,연제구,C10,부산광역시 연제구 교대로 24
7005347,전주교육대학교전주부설초등학교,전북특별자치도교육청,전주시,P10,전라북도 전주시 완산구 팔달로 74
7005348,전주교육대학교군산부설초등학교,전북특별자치도교육청,군산시,P10,전라북도 군산시 팔마로 185
7006149,광주교육대학교광주부설초등학교,전남광주통합특별시교육청(광주),북구,F10,전남광주통합특별시 북구 필문대로 55
7006150,광주교육대학교목포부설초등학교,전남광주통합특별시교육청(전남),목포시,Q10,전남광주통합특별시 목포시 안태길 13
7006350,진주교육대학교부설초등학교,경상남도교육청,진주시,S10,경상남도 진주시 진양호로369번길 3
7021079,경희초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 경희대로 26
7021080,금성초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 신내로21길 55
7021082,서울군자초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 한천로6길 21
7021083,서울답십리초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 전농로3길 23
7021084,서울동답초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 답십리로60길 12
7021085,서울동원초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 송림길 114
7021086,서울망우초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 망우로72길 49
7021087,서울면남초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 면목로30나길 38
7021088,서울면동초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 면목로57길 32
7021089,서울면목초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 면목로 434
7021090,서울면북초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 용마공원로5길 32
7021091,서울면일초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 용마산로100길 13
7021092,서울면중초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 용마산로70길 43
7021093,서울묵동초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 동일로138길 27
7021094,서울묵현초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 동일로157길 75
7021095,서울배봉초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 사가정로 193
7021096,서울봉화초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 신내로15길 110
7021097,서울상봉초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 동일로126가길 11
7021098,서울신내초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 용마산로125나길 22
7021099,서울신답초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 천호대로 177
7021100,서울신묵초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 동일로149길 46
7021101,서울신현초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 봉화산로 188
7021102,서울안평초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 장한로14길 61
7021103,서울용두초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 천호대로13길 43
7021104,서울원묵초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 숙선옹주로 109
7021105,서울이문초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 신이문로 16
7021106,서울장평초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 답십리로
7021107,서울전곡초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 전농로 172
7021108,서울전농초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 사가정로 66
7021109,서울전동초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 전농로16길 61
7021110,서울종암초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 무학로44길 25
7021111,서울중곡초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 면목로23길 20
7021112,서울중랑초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 봉우재로6길 26
7021113,서울중목초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 동일로 665
7021114,서울중화초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 신내로7가길 22
7021115,서울중흥초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 봉화산로 82
7021116,서울청량초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 회기로25길 31
7021117,서울홍릉초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 회기로 90
7021118,서울홍파초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 고산자로 518
7021119,서울휘경초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 망우로6길 48
7021120,서울휘봉초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 장안벚꽃로 309
7021121,은석초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 장안벚꽃로 205
7021168,서울삼육초등학교,서울특별시교육청,동대문구,B10,서울특별시 동대문구 회기로10길 63
7021181,서울새솔초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 신내역로1길 164
7021205,서울양원숲초등학교,서울특별시교육청,중랑구,B10,서울특별시 중랑구 양원역로 95
7031110,경기초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 경기대로9길 10
7031111,명지초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 명지2길 32-20
7031112,서울갈현초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 연서로29길 31
7031113,서울고은초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 모래내로 441
7031114,서울공덕초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 만리재옛길 13
7031115,서울구산초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 서오릉로15길 16
7031116,서울구현초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 갈현로15길 51
7031117,서울금화초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 통일로 165
7031118,서울녹번초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 녹번로1길 1
7031119,서울대신초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 이화여대2길 27
7031120,서울대은초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 통일로69길 12-15
7031121,서울대조초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 연서로18길 17
7031122,서울동교초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 월드컵로25길 86
7031123,서울마포초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 도화2길 64
7031124,서울망원초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 방울내로5길 28
7031125,서울미동초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 충정로 52
7031126,서울북가좌초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 거북골로19길 20
7031127,서울북성초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 북아현로1나길 22
7031128,서울북한산초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 대서문길 42-3
7031129,서울불광초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 불광로 51
7031130,서울상신초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 가좌로 361
7031131,서울상암초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 월드컵북로 353
7031132,서울상지초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 월드컵로42길 30
7031133,서울서강초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 독막로 113
7031134,서울서교초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 와우산로23길 20-27
7031135,서울서신초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 은평터널로 150
7031136,서울성산초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 양화로3길 94
7031137,서울성서초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 성미산로7길 24
7031138,서울성원초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 월드컵로36길 34
7031139,서울소의초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 마포대로24길 42
7031140,서울수색초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 수색로16길 21
7031141,서울신도초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 진관1로 77-23
7031142,서울신북초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 월드컵북로38길 26
7031143,서울신사초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 가좌로 275-2
7031144,서울신석초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 대흥로 33
7031145,서울아현초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 굴레방로 6
7031146,서울안산초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 통일로 321
7031147,서울역촌초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 은평로3길 25
7031148,서울연가초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 증가로12가길 49-50
7031149,서울연광초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 연서로35길 37
7031150,서울연신초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 연서로 347
7031151,서울연은초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 백련산로2길 35
7031152,서울연천초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 연서로34길 22
7031153,서울연희초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 연희로 136
7031154,서울염리초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 토정로37길 37
7031155,서울용강초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 백범로17길 9
7031156,서울은명초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 은평로4길 21-9
7031157,서울은진초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 진관1로 21-20
7031158,서울은평초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 은평로 239
7031159,서울응암초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 가좌로6길 20
7031160,서울인왕초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 세무서길 33-9
7031161,서울중동초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 월드컵북로 152
7031162,서울증산초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 증산서길 61
7031163,서울진관초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 진관4로 78-16
7031164,서울창서초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 연세로5나길 30-3
7031165,서울창천초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 백범로1길 56
7031166,서울한서초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 대흥로24바길 27
7031167,서울홍연초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 백련사길 55
7031168,서울홍은초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 세검정로 105
7031169,서울홍제초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 홍은중앙로 13
7031170,선일초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 갈현로29길 27
7031172,예일초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 연서로 117
7031174,이화여자대학교사범대학부속초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 성산로 512-39
7031175,추계초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 북아현로11가길 7
7031176,충암초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 가좌로5길 5
7031177,홍익대학교사범대학부속초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 성미산로 51
7031230,서울수리초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 불광로14길 10-10
7031231,서울하늘초등학교,서울특별시교육청,마포구,B10,서울특별시 마포구 월드컵북로 502-14
7031232,서울은빛초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 진관3로 73-17
7031278,서울가재울초등학교,서울특별시교육청,서대문구,B10,서울특별시 서대문구 모래내로15길 61
7031285,서울어울초등학교,서울특별시교육청,은평구,B10,서울특별시 은평구 통일로 650
7041099,동광초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 탑골로10길 45
7041100,서울가산초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 남부순환로 1304-11
7041101,서울개명초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 개봉로1다길 16-9
7041102,서울개봉초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 개봉로16길 30-11
7041103,서울개웅초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 개봉로11길 98
7041104,서울고산초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 중앙로 6
7041105,서울고원초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 경인로46길 13
7041106,서울고척초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 경서로 31
7041107,서울구로남초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 디지털로27길 76
7041108,서울구로초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 구로중앙로27나길 9
7041109,서울구일초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 구일로 68
7041110,서울금동초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 금하로30길 53
7041111,서울금산초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 시흥대로24길 57
7041112,서울금천초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 탑골로5길 60
7041113,서울당산초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 선유로55길 32
7041114,서울당서초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 당산로 187
7041115,서울당중초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 선유로 131
7041116,서울대길초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 대방천로 206
7041117,서울대동초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 대림로21길 6
7041118,서울대방초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 여의대방로35길 14
7041119,서울대영초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 신길로23길 43
7041120,서울덕의초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 고척로 213
7041121,서울도림초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 가마산로65길 22
7041122,서울도신초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 도림로53길 32-9
7041123,서울독산초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 시흥대로104길 31
7041124,서울동구로초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 구로중앙로14길 43
7041125,서울두산초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 범안로11길 3
7041126,서울매봉초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 고척로21길 55
7041127,서울문교초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 독산로54길 102
7041128,서울문래초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 문래로 104
7041129,서울문백초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 시흥대로47길 43-1
7041130,서울문성초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 시흥대로 460
7041131,서울미래초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 새말로 73
7041132,서울백산초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 시흥대로38길 78
7041133,서울선유초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 선유로43가길 14
7041134,서울세곡초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 고척로33길 34
7041135,서울시흥초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 독산로23길 26
7041136,서울신구로초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 가마산로27길 69
7041137,서울신대림초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 대림로8길 25
7041138,서울신도림초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 신도림로19길 44
7041139,서울신미림초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 신도림로 26
7041140,서울신영초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 도신로4길 32
7041141,서울신흥초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 독산로36나길 21
7041142,서울안천초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 한내로 69-16
7041143,서울여의도초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 여의대방로 439
7041144,서울영남초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 문성로 62-15
7041145,서울영동초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 국회대로53길 20
7041146,서울영등포초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 경인로 756
7041147,서울영림초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 시흥대로173길 14
7041148,서울영문초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 문래로 56
7041149,서울영서초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 도림로20길 57
7041150,서울영신초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 도신로60길 23
7041151,서울영원초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 도영로 22길 31
7041152,서울영일초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 남부순환로105길 218
7041153,서울영중초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 양산로 185
7041154,서울오류남초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 서해안로24길 22
7041155,서울오류초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 경인로19길 39
7041156,서울오정초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 경인로2길 10
7041157,서울온수초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 부일로 893
7041158,서울우신초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 신길로 190
7041159,서울윤중초등학교,서울특별시교육청,영등포구,B10,서울특별시 영등포구 여의나루로2길 14
7041160,서울정심초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 독산로78다길 89
7041161,서울탑동초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 탑골로 47-3
7041209,서울천왕초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 천왕로1길 11
7041254,서울천이초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 오류로 30
7041260,서울금나래초등학교,서울특별시교육청,금천구,B10,서울특별시 금천구 시흥대로79길 37
7041266,서울하늘숲초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 오리로 1106
7041267,서울항동초등학교,서울특별시교육청,구로구,B10,서울특별시 구로구 연동로 178
7051109,동북초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 시루봉로 53
7051110,상명초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 덕릉로 541
7051111,서울가인초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 도봉로136다길 4
7051112,서울계상초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 한글비석로41가길 24
7051113,서울공릉초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 동일로173길 12
7051114,서울공연초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 동일로192가길 16
7051115,서울노원초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 동일로230나길 32
7051116,서울노일초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 동일로 1625
7051117,서울녹천초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 마들로3길 34
7051118,서울누원초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 마들로 859-44
7051119,서울당현초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 동일로213길 52
7051120,서울덕암초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 덕릉로112길 68
7051121,서울도봉초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 도봉산길 27
7051122,서울동일초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 한글비석로 566
7051123,서울방학초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 도당로9길 34
7051124,서울백운초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 삼양로146길 17
7051125,서울불암초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 중계로 178
7051126,서울상경초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 수락산로 237
7051127,서울상계초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 상계로9길 39
7051128,서울상곡초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 노원로38길 34
7051129,서울상수초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 동일로216길 66
7051130,서울상원초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 한글비석로54길 119
7051131,서울상월초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 동일로221길 27
7051132,서울상천초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 덕릉로 443
7051133,서울선곡초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 광운로2길 1
7051134,서울수락초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 동일로 1745
7051135,서울수암초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 중계로12길 9
7051136,서울숭미초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 노해로 179
7051137,서울신계초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 초안산로 29
7051138,서울신방학초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 시루봉로 173
7051139,서울신상계초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 상계로 267
7051140,서울신창초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 덕릉로60길 93
7051141,서울신학초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 방학로 247-21
7051142,서울신화초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 우이천로 120
7051143,서울쌍문초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 우이천로 360
7051144,서울연지초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 월계로55길 48
7051145,서울연촌초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 공릉로58길 36
7051146,서울오봉초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 시루봉로 285
7051147,서울온곡초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 한글비석로52길 59
7051148,서울용동초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 한글비석로1길 81-11
7051149,서울용원초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 섬밭로 144
7051150,서울원광초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 덕릉로76길 18
7051151,서울월계초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 월계로45가길 10
7051152,서울월천초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 노해로70길 96
7051153,서울을지초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 중계로 239
7051154,서울자운초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 마들로13길 166
7051155,서울중계초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 한글비석로19길 39
7051156,서울중원초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 섬밭로 316
7051157,서울중평초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 섬밭로 241
7051158,서울중현초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 섬밭로 181
7051159,서울창경초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 도봉로129길 54
7051160,서울창도초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 방학로 32-28
7051161,서울창동초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 해등로16길 81
7051162,서울창림초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 덕릉로63길 46
7051163,서울창원초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 해등로 103
7051164,서울창일초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 노해로66길 84
7051165,서울청계초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 공릉로 431
7051166,서울초당초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 해등로32길 11
7051167,서울태랑초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 화랑로51나길 31
7051168,서울태릉초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 노원로1길 36
7051169,서울한천초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 마들로 45
7051170,청원초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 한글비석로 506
7051171,태강삼육초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 화랑로 815
7051172,한신초등학교,서울특별시교육청,도봉구,B10,서울특별시 도봉구 노해로49길 69
7051173,화랑초등학교,서울특별시교육청,노원구,B10,서울특별시 노원구 화랑로 621
7061054,동산초등학교,서울특별시교육청,중구,B10,서울특별시 중구 매봉18길 109
7061055,리라초등학교,서울특별시교육청,중구,B10,서울특별시 중구 소파로2길 7
7061056,상명대학교사범대학부속초등학교,서울특별시교육청,종로구,B10,서울특별시 종로구 홍지문2길 1
7061057,서울광희초등학교,서울특별시교육청,중구,B10,서울특별시 중구 다산로 269
7061058,서울교동초등학교,서울특별시교육청,종로구,B10,서울특별시 종로구 삼일대로 446
7061059,서울금양초등학교,서울특별시교육청,용산구,B10,서울특별시 용산구 효창원로 137
7061060,서울남산초등학교,서울특별시교육청,중구,B10,서울특별시 중구 퇴계로22길 17
7061061,서울남정초등학교,서울특별시교육청,용산구,B10,서울특별시 용산구 원효로64길 17-10
7061062,서울덕수초등학교,서울특별시교육청,중구,B10,서울특별시 중구 덕수궁길 140
7061063,서울독립문초등학교,서울특별시교육청,종로구,B10,서울특별시 종로구 통일로12길 23
7061064,서울매동초등학교,서울특별시교육청,종로구,B10,서울특별시 종로구 사직로9길 19
7061065,서울명신초등학교,서울특별시교육청,종로구,B10,서울특별시 종로구 낙산길 250
7061066,서울보광초등학교,서울특별시교육청,용산구,B10,서울특별시 용산구 우사단로 20
7061067,서울봉래초등학교,서울특별시교육청,중구,B10,서울특별시 중구 손기정로 73
7061068,서울삼광초등학교,서울특별시교육청,용산구,B10,서울특별시 용산구 두텁바위로1나길 19
7061069,서울서빙고초등학교,서울특별시교육청,용산구,B10,서울특별시 용산구 서빙고로51길 14
7061070,서울세검정초등학교,서울특별시교육청,종로구,B10,서울특별시 종로구 세검정로9길 1
7061072,서울신당초등학교,서울특별시교육청,중구,B10,서울특별시 중구 난계로 141
7061073,서울신용산초등학교,서울특별시교육청,용산구,B10,서울특별시 용산구 이촌로 255
7061074,서울용산초등학교,서울특별시교육청,용산구,B10,서울 용산구 한강대로57길 33
7061075,서울용암초등학교,서울특별시교육청,용산구,B10,서울특별시 용산구 녹사평대로60길 39
7061076,서울원효초등학교,서울특별시교육청,용산구,B10,서울특별시 용산구 효창원로13길 38
7061077,서울이태원초등학교,서울특별시교육청,용산구,B10,서울특별시 용산구 녹사평대로40길 19
7061078,서울장충초등학교,서울특별시교육청,중구,B10,서울특별시 중구 청구로17길 40
7061079,서울재동초등학교,서울특별시교육청,종로구,B10,서울특별시 종로구 북촌로4길 7
